Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
145.7070312500,146.2070312500,0.3237976921,0.0177715981,0.0123497165,0.0070942992,0.0473548352,0.0993223628,,,
145.8066406250,146.3066406250,0.3035409230,0.0216181778,0.0185487796,0.0072945703,0.0566529091,0.0821135039,,,
145.9062500000,146.4062500000,0.2595692266,0.0263395417,0.0289524046,0.0087169077,0.0718731861,0.0798490972,,,
146.0058593750,146.5058593750,0.2043158923,0.0303011977,0.0399942909,0.0116344287,0.0959645233,0.1009881410,,,
146.1054687500,146.6054687500,0.1670771381,0.0308305440,0.0471440889,0.0171657289,0.1241211255,0.1674503031,,,
146.2050781250,146.7050781250,0.1812712184,0.0267164251,0.0486334856,0.0247781713,0.1481699583,0.3003031801,,,
146.3046875000,146.8046875000,0.2510247031,0.0203410077,0.0440967106,0.0316499230,0.1573271656,0.4804796086,,,
146.4042968750,146.9042968750,0.3444566991,0.0163478482,0.0336756302,0.0354719086,0.1445645748,0.6376382374,,,
146.5039062500,147.0039062500,0.4319246204,0.0181644441,0.0208943853,0.0350642964,0.1129683098,0.7153928369,,,
146.6035156250,147.1035156250,0.4860961657,0.0258943219,0.0108129481,0.0313362906,0.0744944412,0.7079893407,,,
146.7031250000,147.2031250000,0.4813529725,0.0369612628,0.0058222196,0.0249155140,0.0426293098,0.6216929334,,,
146.8027343750,147.3027343750,0.4112526920,0.0481516573,0.0043209583,0.0169278365,0.0272707412,0.4620941388,,,
146.9023437500,147.4023437500,0.2999705327,0.0546768176,0.0035242634,0.0097895921,0.0273569385,0.2747100498,,,
147.0019531250,147.5019531250,0.1822957040,0.0532546769,0.0031765857,0.0062708512,0.0323712841,0.1648809320,,,
147.1015625000,147.6015625000,0.0882054143,0.0467570952,0.0037883694,0.0056560669,0.0348180697,0.1919946016,,,
147.2011718750,147.7011718750,0.0447804743,0.0403012813,0.0046519680,0.0059876683,0.0343540869,0.2916351945,,,
147.3007812500,147.8007812500,0.0604539508,0.0357328447,0.0053594039,0.0066046748,0.0331110028,0.3933537197,,,
147.4003906250,147.9003906250,0.1089805184,0.0327155007,0.0062019156,0.0072175582,0.0326576825,0.4739348744,,,
147.5000000000,148.0000000000,0.1515608355,0.0330182136,0.0069683776,0.0067842759,0.0314977144,0.5297028709,,,
147.5996093750,148.0996093750,0.1663503415,0.0355520312,0.0073708459,0.0055024634,0.0281532348,0.5439420191,,,
147.6992187500,148.1992187500,0.1656597728,0.0362458570,0.0088588604,0.0055330648,0.0252231305,0.5052247141,,,
147.7988281250,148.2988281250,0.1673476171,0.0328180580,0.0130777730,0.0094473522,0.0284403946,0.4184419463,,,
147.8984375000,148.3984375000,0.1625513163,0.0280327148,0.0200054908,0.0176411638,0.0359811759,0.3078962575,,,
147.9980468750,148.4980468750,0.1556828146,0.0247517365,0.0279141977,0.0277261943,0.0424480621,0.2008718465,,,
148.0976562500,148.5976562500,0.1784782079,0.0227401796,0.0345437677,0.0369313586,0.0476604892,0.1258235707,,,
148.1972656250,148.6972656250,0.2164671335,0.0194482582,0.0379026421,0.0427242873,0.0516903078,0.0996919349,,,
148.2968750000,148.7968750000,0.2278132753,0.0160049945,0.0361090092,0.0422514230,0.0505052869,0.1137416972,,,
148.3964843750,148.8964843750,0.2126452738,0.0162999584,0.0296221233,0.0351658978,0.0462110930,0.1364087599,,,
